CONCISE NET LIST - 1  
A7_7612_P10              U28              T28      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P11              U8               57       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P11              U28              R28      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P12              U8               56       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P12              U28              N29      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P13              U8               55       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P13              U28              M29      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P14              U8               53       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P14              U28              U29      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P15              U8               52       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P15              U28              T29      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P16              U8               51       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P16              U28              P28      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P17              U8               49       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P17              U28              P29      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P18              U8               48       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P18              U28              R30      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P19              U8               47       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P19              U28              P30      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P20              U8               46       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P20              U28              U30      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P21              U8               45       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P21              U28              T30      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P22              U8               44       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P22              U28              M30      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P23              U8               43       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P23              U28              M31      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P24              U8               40       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P24              U28              R31      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P25              U8               39       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P25              U28              P31      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P26              U8               38       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P26              U28              N31      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P27              U8               36       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P27              U28              M32      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P28              U8               35       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P28              U28              U31      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P29              U8               34       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P29              U28              U32      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P30              U8               33       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P30              U28              T32      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P31              U8               32       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P31              U28              R32      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P32              U8               31       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P32              U28              N32      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P33              U8               30       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P33              U28              N33      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P34              U8               28       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P34              U28              T33      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P35              U8               27       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P35              U28              R33      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_RESET_N          U8               86       ADV7612BSWZ-ADV7612BSWZ
A7_7612_RESET_N          U28              R26      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_SCL              R89              1        R-07090246,4.7K 
A7_7612_SCL              U8               83       ADV7612BSWZ-ADV7612BSWZ
A7_7612_SCL              U28              M27      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_SDA              R90              1        R-07090246,4.7K 
A7_7612_SDA              U8               84       ADV7612BSWZ-ADV7612BSWZ
A7_7612_SDA              U28              N26      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_VS               U8               73       ADV7612BSWZ-ADV7612BSWZ
A7_7612_VS               U28              M34      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_XTAL_N           C64              2        C-98070500,47PF 
A7_7612_XTAL_N           R91              1        R-07090584,392K 
